#Variables:
#tasmax (K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Point Location: 42.28125 Latitude, -116.78125 Longitude (closest value to Latitude:42.28125, Longitude:-116.78125) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1990_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax (K)
1993-05-24,299.04
1993-05-25,300.925
1993-05-26,302.017
1993-05-27,302.825
1993-05-28,302.16
1993-05-29,298.829
1993-05-30,302.775
1993-05-31,303.156
1993-06-01,304.573
1993-06-02,306.589
1993-06-03,304.88
1993-06-04,305.231
1993-06-05,305.629
1993-06-06,302.875
1993-06-07,304.9
1993-06-08,306.069
1993-06-09,300.852
1993-06-10,303.32
1993-06-11,302.401
1993-06-12,302.345
1993-06-13,303.338
1993-06-14,304.722
1993-06-15,305.947
1993-06-16,306.339
1993-06-17,305.112
1993-06-18,307.227
1993-06-19,306.552
1993-06-20,302.653
1993-06-21,304.406
1993-06-22,303.087
1993-06-23,305.636
1993-06-24,301.697
1993-06-25,304.184
1993-06-26,306.527
1993-06-27,307.819
1993-06-28,307.813
1993-06-29,307.609
1993-06-30,306.245
1993-07-01,306.127
1993-07-02,306.9
1993-07-03,306.827
1993-07-04,306.826
1993-07-05,306.959
1993-07-06,307.57
1993-07-07,309.153
1993-07-08,307.91
1993-07-09,304.824
1993-07-10,306.767
1993-07-11,306.356
1993-07-12,304.335
1993-07-13,302.793
1993-07-14,296.868
1993-07-15,299.946
1993-07-16,301.298
1993-07-17,300.115
1993-07-18,301.47
1993-07-19,305.045
1993-07-20,303.097
1993-07-21,306.321
1993-07-22,307.3
1993-07-23,308.228
1993-07-24,309.082
1993-07-25,307.347
1993-07-26,302.525
1993-07-27,302.054
1993-07-28,301.158
1993-07-29,303.209
1993-07-30,302.714
1993-07-31,306.318
1993-08-01,306.233
1993-08-02,307.179
1993-08-03,306.617
1993-08-04,305.256
1993-08-05,303.559
1993-08-06,302.874
1993-08-07,302.638
1993-08-08,304.352
1993-08-09,307.93
1993-08-10,305.841
1993-08-11,306.71
1993-08-12,305.434
1993-08-13,303.465
1993-08-14,305.367
1993-08-15,307.944
1993-08-16,306.638
1993-08-17,307.667
1993-08-18,298.743
1993-08-19,299.96
1993-08-20,300.63
1993-08-21,297.392
1993-08-22,298.437
1993-08-23,299.924
1993-08-24,300.627
1993-08-25,298.448
1993-08-26,298.963
1993-08-27,301.29
1993-08-28,303.944
1993-08-29,304.481
1993-08-30,305.397
1993-08-31,305.03
1993-09-01,304.892
1993-09-02,305.431
1993-09-03,303.57
1993-09-04,303.902
1993-09-05,305.036
1993-09-06,298.47
1993-09-07,301.484
1993-09-08,303.19
1993-09-09,303.01
1993-09-10,302.243
1993-09-11,302.258
1993-09-12,305.043
1993-09-13,306.697
1993-09-14,306.27
1993-09-15,303.927
1993-09-16,300.002
1993-09-17,298.25
1993-09-18,297.828
1993-09-19,300.628
1993-09-20,300.925
1993-09-21,301.084
1993-09-22,298.966
1993-09-23,298.591
1993-09-24,300.059
1993-09-25,300.614
1993-09-26,301.382
1993-09-27,300.788
1993-09-28,300.976
1993-09-29,300.816
1993-09-30,300.922
1993-10-01,298.287
1993-10-02,298.482
1993-10-03,302.269
1993-10-04,304.327
1993-10-05,305.569
1993-10-06,305.167
1993-10-07,304.839
1993-10-08,303.472
1993-10-09,303.569
1993-10-10,302.272
1993-10-11,303.228
1993-10-12,303.479
1993-10-13,303.794
1993-10-14,301.907
1993-10-15,300.207
1993-10-16,297.092
1993-10-17,296.906
1993-10-18,298.477
1993-10-19,299.038
1993-10-20,298.885
1993-10-21,296.341
1993-10-22,295.724
1993-10-23,290.725
1993-10-24,294.025
1993-10-25,294.412
1993-10-26,290.384
1993-10-27,295.807
1993-10-28,294.737
1993-10-29,293.395
1993-10-30,292.284
1993-10-31,294.05
1993-11-01,297.14
1993-11-02,298.572
1993-11-03,298.532
1993-11-04,300.022
1993-11-05,301.13
1993-11-06,295.769
1993-11-07,292.311
1993-11-08,292.268
1993-11-09,290.044
1993-11-10,291.67
1993-11-11,291.992
1993-11-12,289.298
1993-11-13,289.852
1993-11-14,294.901
1993-11-15,294.851
1993-11-16,295.799
1993-11-17,295.274
1993-11-18,292.171
1993-11-19,289.32
1993-11-20,283.457
1993-11-21,283.641
1993-11-22,288.225
1993-11-23,293.688
1993-11-24,292.561
1993-11-25,286.374
1993-11-26,287.095
1993-11-27,289.678
1993-11-28,288.509
1993-11-29,286.124
1993-11-30,288.903
1993-12-01,291.161
1993-12-02,287.774
1993-12-03,286.248
1993-12-04,290.436
1993-12-05,288.595
1993-12-06,285.313
1993-12-07,287.696
1993-12-08,284.41
1993-12-09,284.572
1993-12-10,288.611
1993-12-11,291.721
1993-12-12,289.747
1993-12-13,285.594
1993-12-14,282.924
1993-12-15,288.145
1993-12-16,290.218
1993-12-17,285.726
1993-12-18,291.413
1993-12-19,289.428
1993-12-20,280.374
1993-12-21,278.554
1993-12-22,278.128
1993-12-23,277.835
1993-12-24,283.36
1993-12-25,289.009
1993-12-26,288.708
1993-12-27,287.794
1993-12-28,290.718
1993-12-29,287.926
1993-12-30,288.702
1993-12-31,283.342
1994-01-01,281.653
1994-01-02,284.111
1994-01-03,284.303
1994-01-04,287.652
1994-01-05,286.893
1994-01-06,286.148
1994-01-07,284.951
1994-01-08,280.702
1994-01-09,277.215
1994-01-10,282.015
1994-01-11,283.502
1994-01-12,274.469
1994-01-13,276.274
1994-01-14,276.187
1994-01-15,279.506
1994-01-16,279.684
1994-01-17,280.978
1994-01-18,284.419
1994-01-19,284.701
1994-01-20,282.768
1994-01-21,282.316
1994-01-22,286.899
1994-01-23,284.922
1994-01-24,282.703
1994-01-25,285.795
1994-01-26,288.569
1994-01-27,289.897
1994-01-28,292.275
1994-01-29,292.722
1994-01-30,291.234
1994-01-31,292.562
1994-02-01,291.974
1994-02-02,291.869
1994-02-03,290.422
1994-02-04,290.192
1994-02-05,291.864
1994-02-06,290.567
1994-02-07,293.388
1994-02-08,290.535
1994-02-09,288.66
1994-02-10,287.745
1994-02-11,290.809
1994-02-12,287.596
1994-02-13,287.743
1994-02-14,289.052
1994-02-15,286.277
1994-02-16,287.866
1994-02-17,294.551
1994-02-18,294.835
1994-02-19,294.239
1994-02-20,292.045
1994-02-21,292.184
1994-02-22,292.095
1994-02-23,291.613
1994-02-24,289.897
1994-02-25,287.985
1994-02-26,287.613
1994-02-27,294.332
1994-02-28,292.942
1994-03-01,291.15
1994-03-02,291.895
1994-03-03,287.009
1994-03-04,289.464
1994-03-05,291.567
1994-03-06,290.931
1994-03-07,293.101
1994-03-08,290.619
1994-03-09,292.73
1994-03-10,293.592
1994-03-11,289.55
1994-03-12,286.472
1994-03-13,291.723
1994-03-14,292.303
1994-03-15,293.237
1994-03-16,294.743
1994-03-17,293.873
1994-03-18,290.829
1994-03-19,287.102
1994-03-20,294.72
1994-03-21,294.287
1994-03-22,292.33
1994-03-23,287.724
1994-03-24,279.225
1994-03-25,281.684
1994-03-26,282.216
1994-03-27,285.015
1994-03-28,287.783
1994-03-29,291.996
1994-03-30,294.483
1994-03-31,297.342
1994-04-01,297.754
1994-04-02,297.874
1994-04-03,298.994
1994-04-04,297.172
1994-04-05,295.8
1994-04-06,296.057
1994-04-07,295.019
1994-04-08,291.8
1994-04-09,293.76
1994-04-10,296.963
1994-04-11,298.18
1994-04-12,300.158
1994-04-13,300.767
1994-04-14,301.475
1994-04-15,300.211
1994-04-16,297.098
1994-04-17,295.543
1994-04-18,295.308
1994-04-19,298.213
1994-04-20,300.487
1994-04-21,300.172
1994-04-22,298.458
1994-04-23,299.982
1994-04-24,301.785
1994-04-25,302.338
1994-04-26,300.197
1994-04-27,297.151
1994-04-28,292.651
1994-04-29,290.959
1994-04-30,297.124
1994-05-01,299.953
1994-05-02,300.959
1994-05-03,301.37
1994-05-04,300.268
1994-05-05,297.569
1994-05-06,299.355
1994-05-07,300.833
1994-05-08,300.817
1994-05-09,303.838
1994-05-10,302.812
1994-05-11,299.654
1994-05-12,291.691
1994-05-13,292.617
1994-05-14,298.568
1994-05-15,302.768
1994-05-16,304.828
1994-05-17,305.399
1994-05-18,305.334
1994-05-19,304.915
1994-05-20,304.966
1994-05-21,303.82
1994-05-22,307.049
1994-05-23,307.578
1994-05-24,307.261
1994-05-25,304.638
1994-05-26,301.657
1994-05-27,302.502
1994-05-28,302.522
1994-05-29,303.345
1994-05-30,302.704
1994-05-31,304.044
1994-06-01,305.152
1994-06-02,304.665
1994-06-03,306.485
1994-06-04,306.783
1994-06-05,308.226
1994-06-06,307.984
1994-06-07,305.501
1994-06-08,306.957
1994-06-09,308.852
1994-06-10,309.895
1994-06-11,309.123
1994-06-12,308.979
1994-06-13,309.322
1994-06-14,308.069
1994-06-15,308.235
1994-06-16,307.499
1994-06-17,308.028
1994-06-18,309.624
1994-06-19,311.296
1994-06-20,312.32
1994-06-21,313.137
1994-06-22,313.498
1994-06-23,312.789
1994-06-24,312.431
1994-06-25,312.6
1994-06-26,312.179
1994-06-27,310.4
1994-06-28,309.05
1994-06-29,307.001
1994-06-30,306.841
1994-07-01,307.275
1994-07-02,308.593
1994-07-03,308.237
1994-07-04,308.126
1994-07-05,308.752
1994-07-06,308.908
1994-07-07,307.339
1994-07-08,304.504
1994-07-09,305.089
1994-07-10,305.095
1994-07-11,308.162
1994-07-12,309.493
1994-07-13,313.484
1994-07-14,313.668
1994-07-15,310.717
1994-07-16,304.919
1994-07-17,309.336
1994-07-18,312.158
1994-07-19,312.191
1994-07-20,308.635
1994-07-21,309.088
1994-07-22,311.723
1994-07-23,312.353
1994-07-24,313.451
1994-07-25,311.585
1994-07-26,309.42
1994-07-27,310.592
1994-07-28,311.096
1994-07-29,309.044
1994-07-30,310.88
1994-07-31,310.921
1994-08-01,309.017
1994-08-02,306.49
1994-08-03,306.277
1994-08-04,305.059
1994-08-05,308.562
1994-08-06,308.252
1994-08-07,304.477
1994-08-08,307.597
1994-08-09,306.985
1994-08-10,305.693
1994-08-11,305.608
1994-08-12,305.868
1994-08-13,307.983
1994-08-14,308.119
1994-08-15,301.769
1994-08-16,302.566
1994-08-17,302.844
1994-08-18,303.231
1994-08-19,301.21
1994-08-20,300.071
1994-08-21,299.633
1994-08-22,300.636
1994-08-23,303.716
1994-08-24,303.712
1994-08-25,306.123
1994-08-26,305.493
1994-08-27,304.81
1994-08-28,305.455
1994-08-29,305.822
1994-08-30,305.842
1994-08-31,306.429
1994-09-01,306.004
1994-09-02,306.285
1994-09-03,307.531
1994-09-04,306.169
1994-09-05,303.712
1994-09-06,305.466
1994-09-07,303.722
1994-09-08,303.963
1994-09-09,303.015
1994-09-10,304.485
1994-09-11,305.538
1994-09-12,304.376
1994-09-13,307.18
1994-09-14,304.567
1994-09-15,302.783
1994-09-16,303.457
1994-09-17,305.507
1994-09-18,304.428
1994-09-19,302.849
1994-09-20,300.904
1994-09-21,302.686
1994-09-22,301.042
1994-09-23,301.907
1994-09-24,300.822
1994-09-25,301.455
1994-09-26,301.197
1994-09-27,299.592
1994-09-28,300.363
1994-09-29,299.182
1994-09-30,302.66
1994-10-01,302.675
1994-10-02,303.409
1994-10-03,302.649
1994-10-04,302.373
1994-10-05,303.444
1994-10-06,303.757
1994-10-07,302.888
1994-10-08,297.763
1994-10-09,297.656
1994-10-10,300.222
1994-10-11,300.483
1994-10-12,298.998
1994-10-13,300.745
1994-10-14,299.119
1994-10-15,296.445
1994-10-16,298.381
1994-10-17,302.042
1994-10-18,298.791
1994-10-19,300.565
1994-10-20,299.628
1994-10-21,295.133
1994-10-22,299.662
1994-10-23,298.172
1994-10-24,298.937
1994-10-25,299.181
1994-10-26,300.638
1994-10-27,301.008
1994-10-28,299.482
1994-10-29,299.385
1994-10-30,300.297
1994-10-31,299.065
1994-11-01,296.342
1994-11-02,297.003
1994-11-03,296.79
1994-11-04,298.638
1994-11-05,296.303
1994-11-06,295.493
1994-11-07,293.973
1994-11-08,293.24
1994-11-09,299.757
1994-11-10,299.263
1994-11-11,297.506
1994-11-12,294.149
1994-11-13,290.346
1994-11-14,292.323
1994-11-15,294.476
1994-11-16,290.299
1994-11-17,286.754
1994-11-18,291.414
1994-11-19,293.819
1994-11-20,294.89
1994-11-21,292.19
1994-11-22,288.715
1994-11-23,290.541
1994-11-24,290.426
1994-11-25,291.756
1994-11-26,294.743
1994-11-27,296.494
1994-11-28,296.746
1994-11-29,295.14
1994-11-30,295.567
1994-12-01,297.105
1994-12-02,294.883
1994-12-03,293.902
1994-12-04,296.345
1994-12-05,297.189
1994-12-06,294.732
1994-12-07,291.742
1994-12-08,288.355
1994-12-09,288.966
1994-12-10,292.84
1994-12-11,287.475
1994-12-12,289.307
1994-12-13,293.654
1994-12-14,292.058
1994-12-15,292.178
1994-12-16,294.309
1994-12-17,291.268
1994-12-18,289.966
1994-12-19,293.413
1994-12-20,290.991
1994-12-21,290.703
1994-12-22,293.887
1994-12-23,293.192
1994-12-24,293.114
1994-12-25,294.548
1994-12-26,293.737
1994-12-27,294.525
1994-12-28,293.175
1994-12-29,294.363
1994-12-30,289.062
1994-12-31,292.069
1995-01-01,288.538
1995-01-02,286.898
1995-01-03,288.334
1995-01-04,288.408
1995-01-05,291.438
1995-01-06,288.969
1995-01-07,290.366
1995-01-08,292.101
1995-01-09,289.204
1995-01-10,280.576
1995-01-11,282.821
1995-01-12,286.39
1995-01-13,286.115
1995-01-14,287.327
1995-01-15,290.427
1995-01-16,292.548
1995-01-17,292.513
1995-01-18,291.198
1995-01-19,291.149
1995-01-20,290.803
1995-01-21,293.008
1995-01-22,293.647
1995-01-23,294.335
1995-01-24,290.275
1995-01-25,290.888
1995-01-26,290.013
1995-01-27,291.013
1995-01-28,289.227
1995-01-29,288.721
1995-01-30,288.243
1995-01-31,289.933
1995-02-01,291.577
1995-02-02,291.694
1995-02-03,289.04
1995-02-04,287.779
1995-02-05,289.003
1995-02-06,289.986
1995-02-07,290.968
1995-02-08,293.031
1995-02-09,292.897
1995-02-10,292.378
1995-02-11,292.283
1995-02-12,291.994
1995-02-13,293.478
1995-02-14,292.86
1995-02-15,291.997
1995-02-16,294.242
1995-02-17,292.694
1995-02-18,292.883
1995-02-19,291.29
1995-02-20,289.025
1995-02-21,292.569
1995-02-22,292.268
1995-02-23,290.311
1995-02-24,292.888
1995-02-25,294.042
1995-02-26,295.57
1995-02-27,297.248
1995-02-28,299.102
1995-03-01,296.148
1995-03-02,294.142
1995-03-03,293.043
1995-03-04,295.312
1995-03-05,294.934
1995-03-06,295.673
1995-03-07,298.179
1995-03-08,298.947
1995-03-09,296.774
1995-03-10,296.96
1995-03-11,298.806
1995-03-12,299.916
1995-03-13,301.833
1995-03-14,299.068
1995-03-15,297.82
1995-03-16,297.618
1995-03-17,296.707
1995-03-18,296.48
1995-03-19,296.428
1995-03-20,297.002
1995-03-21,296.89
1995-03-22,295.779
1995-03-23,293.052
1995-03-24,292.122
1995-03-25,295.979
1995-03-26,294.209
1995-03-27,290.084
1995-03-28,296.105
1995-03-29,298.454
1995-03-30,298.577
1995-03-31,298.867
1995-04-01,297.797
1995-04-02,295.834
1995-04-03,296.99
1995-04-04,299.114
1995-04-05,299.931
1995-04-06,301.298
1995-04-07,299.714
1995-04-08,292.827
1995-04-09,297.708
1995-04-10,301.656
1995-04-11,299.972
1995-04-12,298.224
1995-04-13,296.115
1995-04-14,297.927
1995-04-15,298.315
1995-04-16,295.203
1995-04-17,295.106
1995-04-18,297.823
1995-04-19,299.632
1995-04-20,295.408
1995-04-21,291.003
1995-04-22,295.889
1995-04-23,296.415
1995-04-24,299.744
1995-04-25,298.906
1995-04-26,297.632
1995-04-27,297.807
1995-04-28,297.169
1995-04-29,299.454
1995-04-30,300.766
1995-05-01,301.029
1995-05-02,302.441
1995-05-03,302.959
1995-05-04,304.573
1995-05-05,303.669
1995-05-06,305.396
1995-05-07,298.107
1995-05-08,302.283
1995-05-09,304.166
1995-05-10,306.553
1995-05-11,304.867
1995-05-12,302.329
1995-05-13,293.619
1995-05-14,301.055
1995-05-15,303.553
1995-05-16,304.372
1995-05-17,305.812
1995-05-18,306.784
1995-05-19,305.884
1995-05-20,305.001
1995-05-21,306.669
1995-05-22,307.231
1995-05-23,306.76
1995-05-24,308.651
1995-05-25,308.184
1995-05-26,309.469
1995-05-27,312.342
1995-05-28,311.61
1995-05-29,307.181
1995-05-30,307.67
1995-05-31,306.606
1995-06-01,300.198
1995-06-02,306.296
1995-06-03,307.473
1995-06-04,306.668
1995-06-05,304.629
1995-06-06,306.145
1995-06-07,308.95
1995-06-08,309.29
1995-06-09,309.144
1995-06-10,306.834
1995-06-11,305.813
1995-06-12,306.628
1995-06-13,307.294
1995-06-14,306.973
1995-06-15,307.015
1995-06-16,309.37
1995-06-17,310.965
1995-06-18,312.268
1995-06-19,312.337
1995-06-20,310.384
1995-06-21,311.825
1995-06-22,311.664
1995-06-23,310.607
1995-06-24,311.88
1995-06-25,312.637
1995-06-26,311.669
1995-06-27,311.042
1995-06-28,310.205
1995-06-29,310.131
1995-06-30,307.605
1995-07-01,307.857
1995-07-02,307.392
1995-07-03,306.934
1995-07-04,308.99
1995-07-05,310.626
1995-07-06,312.387
1995-07-07,311.857
1995-07-08,310.417
1995-07-09,310.235
1995-07-10,309.084
1995-07-11,308.619
1995-07-12,309.627
1995-07-13,311.716
1995-07-14,310.436
1995-07-15,307.421
1995-07-16,307.903
1995-07-17,308.369
1995-07-18,308.433
1995-07-19,308.982
1995-07-20,309.113
1995-07-21,308.587
1995-07-22,307.374
1995-07-23,309.483
1995-07-24,309.631
1995-07-25,309.956
1995-07-26,308.629
1995-07-27,306.246
1995-07-28,306.854
1995-07-29,307.638
1995-07-30,306.465
1995-07-31,307.299
1995-08-01,309.731
1995-08-02,310.217
1995-08-03,311.026
1995-08-04,306.861
1995-08-05,306.048
1995-08-06,306.97
1995-08-07,307.306
1995-08-08,307.269
1995-08-09,307.723
1995-08-10,307.229
1995-08-11,302.584
1995-08-12,302.442
1995-08-13,303.667
1995-08-14,306.563
1995-08-15,306.93
1995-08-16,308.934
1995-08-17,308.33
1995-08-18,307.225
1995-08-19,305.847
1995-08-20,305.748
1995-08-21,304.903
1995-08-22,305.86
1995-08-23,306.468
1995-08-24,305.995
1995-08-25,305.707
1995-08-26,305.503
1995-08-27,304.073
1995-08-28,303.3
1995-08-29,305.825
1995-08-30,303.119
1995-08-31,302.476
1995-09-01,305.024
1995-09-02,304.562
1995-09-03,305.733
1995-09-04,306.265
1995-09-05,306.882
1995-09-06,308.484
1995-09-07,309.46
1995-09-08,307.399
1995-09-09,305.226
1995-09-10,305.313
1995-09-11,303.912
1995-09-12,305.922
1995-09-13,301.467
1995-09-14,296.491
1995-09-15,295.338
1995-09-16,300.644
1995-09-17,303.154
1995-09-18,303.15
1995-09-19,303.266
1995-09-20,303.95
1995-09-21,303.621
1995-09-22,303.997
1995-09-23,304.933
1995-09-24,304.532
1995-09-25,304.864
1995-09-26,304.263
1995-09-27,302.835
1995-09-28,302.603
1995-09-29,301.365
1995-09-30,296.186
1995-10-01,292.449
1995-10-02,295.886
1995-10-03,294.919
1995-10-04,293.675
1995-10-05,292.619
1995-10-06,297.689
1995-10-07,296.087
1995-10-08,293.024
1995-10-09,298.875
1995-10-10,297.743
1995-10-11,294.927
1995-10-12,294.45
1995-10-13,298.069
1995-10-14,294.789
1995-10-15,298.057
1995-10-16,295.532
1995-10-17,292.874
1995-10-18,294.9
1995-10-19,297.114
1995-10-20,297.049
1995-10-21,296.609
1995-10-22,299.689
1995-10-23,299.258
1995-10-24,299.366
1995-10-25,300.849
1995-10-26,301.312
1995-10-27,301.199
1995-10-28,300.199
1995-10-29,298.965
1995-10-30,298.048
1995-10-31,296.72
1995-11-01,294.791
1995-11-02,294.9
1995-11-03,296.807
1995-11-04,297.781
1995-11-05,296.956
1995-11-06,296.952
1995-11-07,295.961
1995-11-08,300.728
1995-11-09,300.181
1995-11-10,299.419
1995-11-11,297.812
1995-11-12,294.375
1995-11-13,289.026
1995-11-14,289.579
1995-11-15,294.796
1995-11-16,295.001
1995-11-17,295.251
1995-11-18,292.638
1995-11-19,289.488
1995-11-20,289.867
1995-11-21,290.852
1995-11-22,291.56
1995-11-23,294.657
1995-11-24,295.972
1995-11-25,291.443
1995-11-26,290.698
1995-11-27,287.372
1995-11-28,288.88
1995-11-29,283.965
1995-11-30,276.178
1995-12-01,280.835
1995-12-02,284.588
1995-12-03,283.743
1995-12-04,285.82
1995-12-05,282.977
1995-12-06,287.825
1995-12-07,286.901
1995-12-08,280.199
1995-12-09,284.092
1995-12-10,285.316
1995-12-11,285.528
1995-12-12,281.201
1995-12-13,278.741
1995-12-14,276.156
1995-12-15,279.89
1995-12-16,284.74
1995-12-17,284.867
1995-12-18,281.575
1995-12-19,284.326
1995-12-20,285.989
1995-12-21,281.837
1995-12-22,279.864
1995-12-23,279.612
1995-12-24,283.921
1995-12-25,287.417
1995-12-26,284.158
1995-12-27,284.527
1995-12-28,285.854
1995-12-29,286.179
1995-12-30,286.56
1995-12-31,288.633
1996-01-01,290.435
1996-01-02,291.896
1996-01-03,292.685
1996-01-04,294.801
1996-01-05,292.433
1996-01-06,291.593
1996-01-07,292.044
1996-01-08,288.665
1996-01-09,288.815
1996-01-10,287.343
1996-01-11,285.368
1996-01-12,276.458
1996-01-13,271.941
1996-01-14,265.46
1996-01-15,276.014
1996-01-16,277.915
1996-01-17,283.248
1996-01-18,288.301
1996-01-19,289.596
1996-01-20,287.929
1996-01-21,289.672
1996-01-22,289.8
1996-01-23,287.554
1996-01-24,284.461
1996-01-25,290.711
1996-01-26,292.782
1996-01-27,289.122
1996-01-28,280.712
1996-01-29,286.758
1996-01-30,292.216
1996-01-31,293.706
1996-02-01,291.933
1996-02-02,287.042
1996-02-03,286.902
1996-02-04,284.632
1996-02-05,284.778
1996-02-06,290.717
1996-02-07,286.571
1996-02-08,289.21
1996-02-09,291.11
1996-02-10,292.682
1996-02-11,290.922
1996-02-12,289.058
1996-02-13,285.268
1996-02-14,280.622
1996-02-15,285.644
1996-02-16,285.203
1996-02-17,286.624
1996-02-18,287.935
1996-02-19,288.99
1996-02-20,287.383
1996-02-21,290.402
1996-02-22,289.819
1996-02-23,291.941
1996-02-24,293.963
1996-02-25,292.057
1996-02-26,294.532
1996-02-27,291.519
1996-02-28,285.211
1996-02-29,289.118
1996-03-01,293.026
1996-03-02,295.928
1996-03-03,295.866
1996-03-04,297.337
1996-03-05,296.261
1996-03-06,294.83
1996-03-07,293.453
1996-03-08,291.938
1996-03-09,290.313
1996-03-10,297.05
1996-03-11,294.69
1996-03-12,290.304
1996-03-13,288.806
1996-03-14,291.588
1996-03-15,292.052
1996-03-16,294.825
1996-03-17,297.108
1996-03-18,299.155
1996-03-19,298.353
1996-03-20,295.864
1996-03-21,298.396
1996-03-22,299.962
1996-03-23,297.613
1996-03-24,294.188
1996-03-25,293.762
1996-03-26,289.922
1996-03-27,294.686
1996-03-28,297.724
1996-03-29,296.912
1996-03-30,296.069
1996-03-31,295.349
1996-04-01,294.695
1996-04-02,294.629
1996-04-03,292.104
1996-04-04,291.996
1996-04-05,296.417
1996-04-06,300.628
1996-04-07,300.941
1996-04-08,300.889
1996-04-09,298.509
1996-04-10,296.91
1996-04-11,297.815
1996-04-12,298.582
1996-04-13,297.403
1996-04-14,290.279
1996-04-15,289.871
1996-04-16,293.712
1996-04-17,293.197
1996-04-18,295.487
1996-04-19,294.24
1996-04-20,296.746
1996-04-21,299.114
1996-04-22,300.945
1996-04-23,302.462
1996-04-24,301.729
1996-04-25,300.136
1996-04-26,300.859
1996-04-27,299.5
1996-04-28,297.941
1996-04-29,297.875
1996-04-30,296.574
1996-05-01,299.116
1996-05-02,301.342
1996-05-03,302.086
1996-05-04,300.972
1996-05-05,296.229
1996-05-06,296.885
1996-05-07,296.034
1996-05-08,297.459
1996-05-09,299.08
1996-05-10,300.497
1996-05-11,299.843
1996-05-12,299.533
1996-05-13,300.345
1996-05-14,302.199
1996-05-15,304.157
1996-05-16,304.574
1996-05-17,303.23
1996-05-18,302.151
1996-05-19,301.608
1996-05-20,303.163
1996-05-21,303.039
1996-05-22,302.511
1996-05-23,303.343
1996-05-24,303.867
1996-05-25,305.556
1996-05-26,306.415
1996-05-27,307.002
1996-05-28,307.318
1996-05-29,305.88
1996-05-30,303.729
1996-05-31,305.909
1996-06-01,305.047
1996-06-02,304.976
1996-06-03,305.887
1996-06-04,304.219
1996-06-05,306.399
1996-06-06,306.268
1996-06-07,301.08
1996-06-08,300.692
1996-06-09,301.566
1996-06-10,303.699
1996-06-11,303.729
1996-06-12,303.933
1996-06-13,305.01
1996-06-14,305.495
1996-06-15,306.301
1996-06-16,306.487
1996-06-17,305.625
1996-06-18,307.267
1996-06-19,306.956
1996-06-20,307.673
1996-06-21,309.219
1996-06-22,309.658
1996-06-23,310.752
1996-06-24,310.033
1996-06-25,310.78
1996-06-26,311.384
1996-06-27,311.595
1996-06-28,313.115
1996-06-29,313.262
1996-06-30,313.197
1996-07-01,309.767
1996-07-02,309.269
1996-07-03,308.915
1996-07-04,310.643
1996-07-05,308.377
1996-07-06,308.758
1996-07-07,309.183
1996-07-08,308.235
1996-07-09,309.101
1996-07-10,309.747
1996-07-11,307.954
1996-07-12,308.633
1996-07-13,307.17
1996-07-14,307.818
1996-07-15,307.718
1996-07-16,307.303
1996-07-17,309.213
1996-07-18,310.384
1996-07-19,308.28
1996-07-20,306.122
1996-07-21,308.224
1996-07-22,308.223
1996-07-23,306.858
1996-07-24,307.06
1996-07-25,307.983
1996-07-26,306.031
1996-07-27,306.578
1996-07-28,306.104
1996-07-29,305.712
1996-07-30,308.164
1996-07-31,304.781
1996-08-01,309.453
1996-08-02,309.81
1996-08-03,305.214
1996-08-04,306.404
1996-08-05,307.631
1996-08-06,305.923
1996-08-07,306.854
1996-08-08,305.803
1996-08-09,306.778
1996-08-10,306.172
1996-08-11,304.897
1996-08-12,305.889
1996-08-13,305.245
1996-08-14,302.261
1996-08-15,302.876
1996-08-16,302.779
1996-08-17,301.758
1996-08-18,304.111
1996-08-19,306.723
1996-08-20,307.616
1996-08-21,304.356
1996-08-22,302.556
1996-08-23,304.156
1996-08-24,305.464
1996-08-25,306.441
1996-08-26,306.747
1996-08-27,306.933
1996-08-28,307.401
1996-08-29,308.249
1996-08-30,308.124
1996-08-31,308.036
1996-09-01,306.832
1996-09-02,306.823
1996-09-03,306.805
1996-09-04,304.382
1996-09-05,306.125
1996-09-06,306.793
1996-09-07,307.006
1996-09-08,305.824
1996-09-09,304.972
1996-09-10,304.502
1996-09-11,304.088
1996-09-12,304.129
1996-09-13,303.749
1996-09-14,301.186
1996-09-15,296.235
1996-09-16,295.216
1996-09-17,301.464
1996-09-18,303.027
1996-09-19,302.49
1996-09-20,303.456
1996-09-21,304.008
1996-09-22,304.312
1996-09-23,304.56
1996-09-24,302.675
1996-09-25,304.782
1996-09-26,303.711
1996-09-27,293.315
1996-09-28,297.161
1996-09-29,301.196
1996-09-30,303.709
1996-10-01,303.554
1996-10-02,303.897
1996-10-03,303.359
1996-10-04,303.577
1996-10-05,302.137
1996-10-06,299.005
1996-10-07,300.037
1996-10-08,301.337
1996-10-09,301.978
1996-10-10,301.526
1996-10-11,302.101
1996-10-12,301.819
1996-10-13,299.825
1996-10-14,300.508
1996-10-15,303.598
1996-10-16,300.097
1996-10-17,298.068
1996-10-18,293.893
1996-10-19,290.924
1996-10-20,294.136
1996-10-21,294.327
1996-10-22,295.921
1996-10-23,296.714
1996-10-24,297.353
1996-10-25,298.494
1996-10-26,293.716
1996-10-27,289.896
1996-10-28,285.532
1996-10-29,290.94
1996-10-30,294.118
